Sample,POS_Blank1,POS_Blank2,POS_C_1h_01,POS_C_1h_02,POS_C_1h_03,POS_C_1h_04,POS_C_1h_05,POS_C_1h_06,POS_C_1h_07,POS_C_1h_08,POS_C_1h_09,POS_C_1h_10,POS_C_24h_01,POS_C_24h_02,POS_C_24h_03,POS_C_24h_04,POS_C_24h_05,POS_C_24h_06,POS_C_24h_07,POS_C_24h_08,POS_C_24h_09,POS_C_24h_10,POS_C_6h_01,POS_C_6h_02,POS_C_6h_03,POS_C_6h_04,POS_C_6h_05,POS_C_6h_06,POS_C_6h_07,POS_C_6h_08,POS_C_6h_09,POS_C_6h_10,POS_P_1h_01,POS_P_1h_02,POS_P_1h_03,POS_P_1h_04,POS_P_1h_05,POS_P_1h_06,POS_P_1h_07,POS_P_1h_08,POS_P_1h_09,POS_P_1h_10,POS_P_24h_01,POS_P_24h_02,POS_P_24h_03,POS_P_24h_04,POS_P_24h_05,POS_P_24h_06,POS_P_24h_07,POS_P_24h_08,POS_P_24h_09,POS_P_24h_10,POS_P_6h_01,POS_P_6h_02,POS_P_6h_03,POS_P_6h_04,POS_P_6h_05,POS_P_6h_06,POS_P_6h_07,POS_P_6h_08,POS_P_6h_09,POS_P_6h_10,POS_QC1_1,POS_QC1_10,POS_QC1_11,POS_QC1_12,POS_QC1_13,POS_QC1_2,POS_QC1_3,POS_QC1_4,POS_QC1_5,POS_QC1_6,POS_QC1_7,POS_QC1_8,POS_QC1_9
107.0851__1249.31,9266.11487,5814.94065,4994.32367,6298.99577,15791.34353,9540.68477,12500.63191,191.50245,5076.72051,17375.7041,5446.09457,21602.27713,34005.74227,1210.4685,30222.5042,16917.29795,5208.27819,121.03606,8918.29762,175.20969,8747.36738,12025.78914,11797.56244,15462.19967,5995.01889,11893.38436,4734.62019,13335.94464,3152.41018,13882.87419,16964.84349,21685.9755,10929.47384,13500.61389,7534.38308,7725.41507,10353.3217,12126.50948,10790.21227,12330.39624,7024.85535,16323.35763,5810.11529,8532.18464,10841.76655,9709.95115,16615.98167,5162.81373,9697.49773,308.47928,1933.46837,9710.58992,12713.44887,13508.9149,17475.63393,22138.66955,12215.49758,620.49762,9891.37815,7420.39465,71.72044,9946.44794,23496.62996,11694.5349,9504.62589,6849.06136,13661.99968,11732.85009,18007.56313,13666.34066,11879.36531,24878.82877,15878.73884,9937.0688,6827.62018
107.0851__1135.34,3649.72855,11497.86482,8338.11536,5627.88707,13195.3638,10483.21072,11224.95498,17818.46786,12518.27167,7971.90181,7212.03464,12917.43994,11475.47308,8197.08591,13051.3599,14277.32821,16981.56035,11783.6844,22524.27347,25136.46489,18823.1744,11083.63344,18028.62035,21423.32859,7980.71023,10385.34881,18465.24899,22209.7335,9180.00127,2093.10205,4706.45452,25576.61611,12437.9272,7957.99511,13483.31983,27959.15038,4737.0115,15573.31671,11729.55925,8306.03649,5197.94769,1636.25666,23727.59544,6288.92097,45673.11487,26260.76571,9268.17728,6183.48178,17661.23028,127.0197,14613.35956,124.47357,16330.28231,6599.74213,142.89832,217.97761,14369.0565,7573.75065,9426.9925,9750.52918,10121.83674,10194.89482,31735.54226,24854.7563,7329.83632,9654.47706,15282.30766,13685.25765,272.28624,9199.95206,10073.07227,11592.73728,5432.41802,12109.54386,7539.19836
107.0852__705.82,28925.88231,238.90299,1074.17813,29013.93393,332.74239,58649.78271,10842.61307,107318.9083,54396.6266,25195.44942,14102.29582,19549.6113,195648.6238,38196.39655,50968.86263,23516.72047,295.39953,172700.0417,22708.96387,114.34138,18372.69191,219.54858,36566.34247,19060.59161,248747.3805,24584.18856,17080.11727,16749.41457,16707.28323,13460.08964,17120.62874,137.68343,53681.12255,15863.40647,21486.02514,43585.38293,19862.10983,15783.09275,55500.60393,16070.90845,15364.60668,92124.33022,29245.5579,22481.17115,11359.14331,28378.21581,41773.29501,11675.45872,31432.21117,26862.98804,20718.02847,18487.34422,34959.43681,12910.907,15219.98361,27462.97915,226380.3045,26267.21627,66667.17928,15144.19065,73731.13252,231590.2783,23367.86409,21177.0796,18482.64392,13491.24334,14954.87356,64979.97994,22295.49969,35977.98201,12757.28899,22245.6951,45012.90157,84510.04534,82102.07339
107.0852__734.63,54435.47022,22447.26531,16632.98419,12412.14377,274.94875,14552.38911,30150.43301,166852.1998,21772.78669,24472.88339,14190.36255,38823.29688,26448.83967,15210.51494,18534.93281,52611.0698,179.07034,24552.55678,18279.36252,31220.01691,31338.62266,19812.33597,42322.64237,16323.90127,51840.53752,58574.46274,17211.33779,428943.5235,18042.68066,21054.67565,17016.78421,16896.35016,22850.81616,16477.15922,16763.00026,43968.16486,17267.80845,96312.43579,36066.1176,39672.05568,236.3664,20701.25327,13727.32086,144.97688,14843.04154,22083.14328,19686.92403,26543.44864,16356.6043,28517.59622,20348.66787,286.5469,36028.04318,21454.91351,37188.88261,37130.31761,62892.23496,10834.17709,48753.07667,14099.08766,53671.34884,19327.97339,27726.71512,51658.93151,53658.5803,14326.35968,21845.11585,57829.04841,26447.26772,27537.99659,15385.62392,61568.37528,14088.63028,31898.63325,368.23254
107.0852__770.64,18658.47063,28826.64364,15704.27501,13960.10891,248.24198,25498.29029,13599.64953,51047.55057,9141.29455,19358.02208,17149.00885,35084.61815,128.16434,68663.98005,16184.21875,44966.24359,16519.20269,164.16974,16913.93706,26668.9426,20169.15065,64309.83227,14094.40919,52504.60643,40725.59676,15052.33656,126.3496,35344.03594,15964.6893,9178.57679,31163.59669,41030.23436,79338.20426,49122.7825,31810.71402,63384.59803,78342.16306,172.96747,168.16359,41835.50245,22591.65302,17919.10642,7790.52432,12314.54926,10444.21531,18427.40807,29295.10354,10316.12153,11367.98418,49448.37965,247660.0823,14549.57915,17652.53727,17684.43629,11171.7744,215.90313,16254.57388,98.73182,31582.76685,47109.55246,29865.53923,13334.54413,16886.09189,26016.59216,15199.13302,13126.69467,33953.41342,17340.10254,40811.45323,90466.9779,13888.41648,61266.96016,16086.71134,28717.71273,10726.85021
107.0856__609.24,35167.5535,19595.32031,19505.59523,13283.71842,22977.10804,17277.11119,12623.34457,23048.45032,24936.97297,26524.20752,24906.6905,19572.45928,14759.64893,12329.18759,56250.13953,31115.1186,21752.5752,274.58918,15522.16771,77265.16989,25677.36947,20279.06663,20918.10291,89610.00062,11045.42918,30020.8557,189.75209,42208.36182,51273.04544,34885.27978,50232.5542,82764.89888,44087.07462,19590.80022,29162.19215,840.84709,18222.63674,15789.2312,14777.40543,24516.92621,21989.50148,228037.2307,67288.18119,38927.67985,13577.31708,17114.15068,20888.38136,19564.96353,5630.8899,83.20511,48217.66337,17676.70088,37039.21421,34858.32674,23316.97533,68763.99981,285.54114,15640.16678,52281.91715,63.84596,324.19613,18535.09231,32021.26561,17190.8869,20375.392,73390.52094,9658.47183,27272.47434,37121.50798,26777.5308,14588.49706,22530.1268,33045.06633,17842.02279,13890.89964
107.0858__530.68,131247.0629,369.99251,13363.62799,184310.6122,903.69963,148743.7254,152164.3508,250.27928,156606.9325,725.04742,200267.0937,169746.5396,182387.6192,987.38805,284475.6494,369.05775,19784.53268,1057.85085,192839.5498,301407.7971,200311.7157,718.49069,157126.3114,177576.1993,38692.17941,182554.9627,445.614,237536.7727,96505.0603,76.5041,178531.9232,163886.9257,159306.7044,207090.9122,202865.8323,222038.6305,519.69436,252.08736,205713.5445,182595.7305,196.77913,486.69142,173056.4873,822.34187,142206.9278,218376.2818,237072.262,169477.2876,369.26809,32085.46038,178072.8272,230.5032,165065.0546,189524.2555,451.38136,889.93604,12204.17295,169278.7315,85545.12314,18516.44774,261911.083,558.37706,591.33504,92486.96899,518.0937,17661.86947,51670.51063,773.45198,1019.74891,277620.7048,313.51027,620.16786,427.2344,170227.3034,504.95031
107.0859__451.18,29948.46401,135.09586,29824.24435,44407.57407,75370.47091,59376.29887,76823.1679,32449.61799,17634.87072,62.37069,28398.71199,62656.97153,102645.7429,66145.76922,61735.23403,115.05111,704.58202,255.33441,40317.46833,27579.45969,39630.8579,14541.49287,30012.99491,23428.60842,33013.54701,28759.63181,29930.72899,16866.54515,390.19857,24471.09166,37227.88672,21810.03181,27473.85278,31517.90956,23806.5643,42194.29731,34042.67731,54340.044,31659.70335,4436.82543,38687.73521,133436.5268,53586.9911,49120.12489,61690.70513,31214.44133,48779.48816,65822.00543,18266.05357,41087.89593,581.33145,95.5392,19965.75445,24504.9142,34051.58656,166.85622,28501.76655,56139.3728,32564.38167,43067.82161,45548.90426,156.67906,34776.31262,17676.33313,208.54545,17493.46337,28146.63575,26495.13198,139653.2168,48111.44284,48179.0896,417.35337,54566.28927,189.72158,45852.89252
107.086__254.48,16887.64263,155.63026,41.66644,64086.836,205.80455,484.53124,33191.22387,38468.69935,97.37442,30238.48844,647.75734,32280.13465,192.07287,44044.40952,40597.69308,36976.8091,23814.12949,66.34439,82.89307,267.60188,40073.12498,52.90188,53943.77257,26083.27586,24995.04875,21152.03923,21269.17425,30201.63848,21657.6578,95.2724,189.15296,221.44924,270.03103,30012.79517,172.59529,34435.28104,158.85214,293.24058,16963.91005,28311.44328,21308.16264,475.41604,389.12018,22126.35236,20555.28261,253.49597,392.01837,89.7398,260.73926,277.73032,920.78018,19751.28666,406.5931,37544.33306,258.3761,15404.25841,20178.3379,192.88498,30116.7157,21092.75222,38982.15616,207.57931,365.47983,26117.31696,21124.52621,22353.31321,311.39325,264.82454,24808.05949,26885.84774,299.30592,63800.21984,27251.92706,26022.91621,248.84195
107.0861__368.33,68976.7345,27941.52428,641.37439,15315.98475,82.536,48864.43439,50888.90571,62286.28699,17445.90946,280.41985,40060.0657,20166.81112,32787.10944,51244.00077,44908.45883,52739.67941,131.56064,34918.2153,19320.34339,41976.29946,77562.07281,39368.3671,19854.99323,28973.70541,154.84549,25692.34701,256.53031,35690.82761,41173.68099,106406.0108,6324.63114,736.32505,66580.54034,32921.66564,33259.26461,213.4713,31014.46747,34246.3654,79963.53563,41684.70716,15939.15999,86040.29989,13640.61058,27318.65197,36705.19408,152.10244,97559.52926,43786.86484,19314.83565,553.24027,48759.67292,147.30745,29812.86646,25688.52609,32431.13267,38267.12922,161.34311,31839.16844,245.10122,178.5479,49090.69174,25697.4004,57245.62234,36400.10983,21482.37253,22144.43571,22629.03203,26383.61521,122285.905,52343.59948,22022.00768,26508.75439,46763.60068,177.73469,26393.07874
107.2862__176.38,429.23894,172.21864,117.75614,353.41013,1205.70131,242.40298,218.49123,703.42889,206.6766,266.43874,38.549,406.09587,241.9799,466.46845,1094.36786,352.31516,366.41165,506.26738,383.35386,704.32191,291.34457,445.91297,385.75197,539.78792,384.28567,370.77005,76.34427,279.94567,1744.19299,199.7506,82.62251,431.10505,79.91269,147.83394,261.31989,344.58089,377.51341,518.27657,201.85658,676.22879,302.01239,562.72066,206.41052,148.89702,122.6265,1353.45416,1273.20842,171.377,134.35099,784.91889,82.18897,325.06532,498.71705,586.43658,234.88402,507.69602,280.41551,103.5384,524.18212,572.71671,670.22068,183.58508,112.47937,170.01688,158.26748,206.2084,175.06561,447.31571,834.2011,76.36418,263.6599,314.08985,208.5516,237.63102,300.45177
107.3965__282.83,106.05129,166.08364,50.26742,52.39181,356.59092,149.95609,164.06953,230.85303,46.03519,153.7553,60.56959,146.919,100.26437,95.92253,185.27173,547.63921,590.10233,367.47435,138.5779,194.91605,247.19917,418.23697,591.73023,73.21429,175.10869,386.94459,239.81108,69.67465,409.24462,124.81975,124.55297,255.08813,179.0109,160.984,104.92737,222.32556,143.93415,97.68808,436.97264,294.17537,158.3216,194.56436,180.99011,181.50932,86.40353,343.14817,351.16234,118.48274,234.56362,243.23039,423.16755,141.19871,564.8654,251.70831,118.23747,500.75357,203.71812,177.32354,188.64076,109.19022,403.68776,159.17688,208.81683,54.54012,203.91777,57.85927,111.44866,364.25884,409.90882,376.94548,144.78827,120.77663,77.8729,117.24081,286.95464
107.539__499.25,308.94676,232.76367,161.24908,216.51758,636.05189,205.25969,141.18258,178.28781,459.55691,701.83197,80.67483,321.23071,679.04003,136.81825,250.69909,514.12426,73.00275,330.62436,102.22666,179.36562,357.67741,382.07112,327.88928,162.3252,373.60697,339.6405,587.66139,237.23957,403.81566,267.79897,131.2676,219.97524,278.94511,1163.5768,354.35198,187.42517,213.61879,338.95168,350.04452,591.66622,96.7736,190.72715,371.78514,326.59827,209.3203,360.91806,97.91539,310.89889,121.65121,568.99685,82.22616,570.27554,723.31017,148.99204,237.43247,1197.55489,71.99501,130.5676,729.77791,427.42967,375.28469,288.24433,712.98617,116.79383,64.94066,142.529,328.86809,920.50969,228.01895,936.20784,157.33423,187.76294,330.60836,621.11713,283.55922
107.6707__212.26,176.90087,126.98956,557.65726,307.32494,461.05612,389.21721,266.15047,999.32334,240.74627,359.54918,339.94849,110.69826,252.30008,338.56579,248.56486,313.01792,830.02661,343.58291,204.54014,433.0874,496.15397,172.21281,216.59399,154.41068,491.18692,117.93569,269.39151,555.92489,265.43973,120.45123,359.11039,410.13471,217.52709,593.60915,372.63723,565.50387,62.94576,215.79028,265.48067,99.66314,757.91935,759.74868,178.04085,326.784,334.452,636.8023,313.45677,209.12774,410.23228,462.78816,161.56327,164.82805,772.02352,387.22335,63.2679,847.9759,406.00046,74.69737,433.71929,202.40037,492.73929,128.35407,370.73786,242.17273,446.48332,156.00974,45.99395,275.00322,376.14861,330.36704,437.00991,185.69973,612.24342,132.82001,93.51658
107.9107__177.3,197.76818,213.40073,497.98154,183.49003,357.3955,178.79261,493.5983,1159.40329,614.13282,559.67718,235.1689,214.18436,557.99147,339.44167,303.84848,1058.5903,120.07274,489.36185,540.29233,314.45535,582.06559,257.13344,361.0165,338.1595,389.49633,151.126,305.34266,384.20205,833.98884,421.98314,870.52281,236.10843,241.08538,359.95096,647.93443,338.2357,243.74348,217.86762,308.14208,293.6788,514.29841,484.96641,167.50271,551.16143,298.75147,827.70622,523.7811,572.45913,233.48125,312.92146,561.21314,260.494,1195.5993,170.54486,187.73213,217.23337,201.93924,291.7038,984.12943,493.39655,1128.30953,431.28678,566.39659,508.85576,415.43821,201.4345,172.3032,448.34804,211.3513,301.10404,84.11981,614.72291,448.57594,266.32405,884.28436
108.0517__748.06,1652.64629,3974.81859,12101.86205,527.18076,6450.49751,72.2144,2502.65155,298.29172,132.8367,5909.75805,3753.45421,266.90082,3463.3886,339.82951,5030.18042,162.60259,247.04913,103.33408,241.26991,26946.36783,7682.1987,3601.3025,5432.44271,4548.42066,562.04019,4058.79364,3918.24829,361.05081,2487.25017,5043.77661,4569.28019,7845.75517,188.37153,4654.20113,6349.20989,181.0543,3283.71237,28675.41241,7712.09979,175.5862,2113.6388,34615.44713,2138.54066,6653.3881,2102.75887,281.62577,7947.01295,351.31866,298.91898,541.85474,5355.91545,54.01205,195.80044,213.17252,43.39213,4100.59276,3871.87448,692.05487,5957.41687,94.32101,733.19209,133.21657,3412.83818,4002.02034,2393.60828,1923.58456,1603.74139,185.64161,4083.2365,147.8761,815.37786,7448.1451,3325.59004,7558.40721,141.03155
108.0528__669.66,36977.08436,33773.81043,37862.29722,43030.35107,69712.09053,37420.17971,46405.77932,79751.93431,34592.03779,53655.80609,39160.99036,59460.61666,47759.95856,43599.02875,76968.25417,70904.68583,45206.14817,62164.93789,41898.25891,75937.91655,51813.50218,57117.17204,62702.96435,47433.3969,44455.5149,51907.40421,38615.31139,55905.20823,66523.40976,41185.28056,45992.82404,69087.92892,63140.0286,55623.51593,45570.06293,71160.51406,51083.26414,47385.83277,45780.00436,52251.16134,43571.89303,71504.05523,36712.53326,53521.64084,36201.54509,50991.17947,69262.92244,39217.05925,41386.15304,66409.66468,59116.66193,38797.71836,73360.69311,48479.86746,240.64224,42092.71946,40861.91383,34840.46003,54197.07944,43647.29349,72400.32612,44845.1655,76976.58979,40322.84379,37964.59859,34540.24645,34688.95141,71799.573,67914.55479,62801.22751,54220.7865,53746.06323,49583.98792,42965.6693,44243.6723
108.1719__262.71,443.58131,239.90544,144.06171,228.62288,219.58559,243.76016,77.67113,78.43505,62.49612,77.91255,70.20614,229.6366,85.66941,29.97793,316.83589,173.77844,106.24436,525.90506,120.3156,386.92967,429.38003,151.84208,213.73148,230.92006,244.43369,1359.38435,332.91108,317.50783,176.24324,269.7483,120.51617,577.84145,217.75082,40.44807,622.26959,57.47893,199.18738,597.35152,716.23148,359.79941,267.35074,315.24882,902.83794,482.93697,549.9423,436.09856,596.33212,230.9675,177.56177,265.18737,218.57851,90.7442,472.5089,125.74793,439.46667,471.26267,455.37649,695.26102,176.53822,587.24399,570.68482,54.23934,337.86225,212.37756,608.71425,166.71382,184.77663,104.01337,406.22848,380.27949,175.38159,361.37458,176.27578,248.86102,95.63636
108.2845__509.8,755.63009,391.60125,257.60542,514.86984,1281.3026,358.71078,1250.07551,2346.69684,229.11873,530.72958,835.62861,383.18956,707.86069,146.13284,818.18344,1726.65444,730.39238,624.945,660.90103,1392.34245,1076.08651,1377.45665,886.39151,435.03375,204.07319,352.31671,215.10619,723.29583,649.11911,568.76415,965.15872,289.00781,1321.29629,1059.3078,523.86991,1206.21424,514.49628,1021.70487,393.86771,1118.45496,1165.94185,1113.5109,534.28122,541.68874,471.26846,289.14128,920.06528,850.5753,564.24338,616.32777,911.33235,799.7978,717.59938,607.52679,273.96741,317.27148,1359.91132,170.27686,995.97444,273.18145,1437.14439,347.32606,349.80661,398.6666,358.90066,1035.40022,627.29459,294.7088,776.70344,455.5729,740.16826,1036.8842,2106.66416,400.77234,510.68269
108.5123__505.48,385.64748,255.78281,231.1052,135.49142,351.09262,80.42927,264.93912,100.0668,325.29048,184.66003,155.12295,399.6168,436.8887,83.05051,762.7205,222.44057,137.45748,177.87083,197.10129,808.66876,565.35898,311.25268,79.58328,378.4111,118.12324,441.48645,198.6179,1461.01837,251.89953,231.05462,214.56164,277.33978,327.99084,294.35361,220.34607,252.6652,276.86445,301.50324,553.47036,343.29395,1336.89131,277.0219,126.24918,532.1416,351.99922,352.63806,263.69362,170.90703,55.95995,386.54944,183.90701,612.15753,179.13057,394.89767,188.26208,517.51472,421.86483,252.14562,1113.76033,402.63246,788.33377,352.3086,484.45166,270.20291,483.0449,279.51536,281.86593,324.0594,453.33531,353.23478,178.11585,79.74665,323.10475,140.67447,263.32059
108.5428__166.31,166.69099,195.62731,204.92652,106.89306,205.33754,399.9671,221.80937,780.12387,273.59855,310.14754,716.64314,314.02846,555.02552,300.87116,516.17519,961.3808,357.82373,651.61747,350.58678,743.14062,130.69168,327.29744,516.574,346.56967,525.96851,566.03781,289.94122,606.62197,416.05167,80.65752,188.32113,534.28208,409.28155,992.10695,219.67175,433.41317,387.37702,141.44778,279.21145,300.43318,323.41495,972.05134,171.24002,170.86826,242.59857,149.28539,834.53153,258.42177,68.25113,542.5586,314.66861,482.41878,583.07571,244.42255,291.06255,144.91783,93.14664,160.84339,287.43624,319.35081,441.92303,146.2759,579.39073,318.77425,267.05005,228.98707,217.68444,354.73545,514.78383,233.26528,269.72355,227.85243,80.73997,462.46544,374.82849
108.7805__171.25,102.01303,133.70776,253.2109,607.12694,1005.22747,107.54395,238.49616,596.38076,208.57278,219.43674,126.81502,285.37359,229.46583,106.74304,279.0992,595.4472,968.13262,181.69127,315.67329,267.20806,608.30864,520.65454,237.09668,579.66958,385.48197,411.77258,181.86805,360.87033,749.8832,61.74665,1025.28073,513.07564,433.87944,564.35055,337.78563,485.33411,448.27134,399.36785,274.32231,151.88375,104.18923,782.30998,592.92627,544.8339,117.23372,269.28656,316.25002,257.47768,272.75162,317.7777,738.66567,502.02079,487.80518,216.90894,252.01309,237.72474,159.95871,251.3847,238.61875,131.08476,145.53349,245.05769,1075.12483,259.50636,407.66153,189.84006,177.97638,650.09356,475.07594,212.59073,917.60463,111.13152,181.19064,185.78638,304.92014
108.9189__619.38,64.52327,59.10277,231.72557,176.60323,152.64517,85.79487,135.33955,43.1158,93.03846,110.12588,80.15334,150.48287,157.29473,65.75929,371.36171,234.39843,130.47975,185.23029,279.08672,171.74586,155.61818,123.05519,87.99283,271.86321,108.61305,103.30613,188.91569,283.21137,159.77451,153.84451,174.98765,498.94878,127.04667,53.73365,84.8178,136.56913,223.32636,270.53079,47.72543,182.72531,201.8575,186.59194,155.98559,153.74444,88.3969,120.11206,307.96088,96.87602,120.74979,195.7166,127.14255,142.17716,140.36948,173.32372,59.18253,104.97443,153.10444,227.49336,158.82728,112.7907,312.45509,73.59756,305.10019,259.16398,139.07255,87.38347,93.91719,127.14032,144.232,284.61869,176.98027,135.73034,269.37419,290.6582,229.56567
109.1012__671.65,25242.76221,1805.49284,3606.78759,98.74362,42167.19521,1169.51997,3599.01171,7069.16147,286.4772,2696.90298,22155.3161,5813.26304,670.28486,2410.47383,4358.96131,10815.23588,143.79072,3341.65599,2683.32324,6558.93723,3985.43931,3240.94118,3147.70229,6686.0457,1054.37828,4331.24802,2561.89646,336.34619,5993.49395,198.90603,55.56565,5990.50601,114.4738,11720.46248,34575.00953,3379.99329,36844.94824,2793.50544,2664.20839,888.16035,6654.90843,29132.73337,17222.10064,1323.07683,34017.56138,5083.90776,4437.01912,2788.94856,2438.26932,5115.99835,158.67933,22720.19696,4629.68764,1002.04938,2669.96537,2922.66067,2243.58017,2701.04642,4128.73204,28387.1861,2240.33572,2943.50164,4111.91345,30031.85546,66197.40897,25670.58838,48757.73793,9536.33106,3725.66081,6805.57437,5727.88217,482.06115,2127.42249,8512.75121,6928.44419
109.1012__914.71,7258.40946,121.38077,47974.79212,1486.74377,21460.42967,20397.01343,15419.2903,24924.94866,9640.73283,10310.88682,12763.81553,146.10354,17297.40777,443.34692,25027.10155,353.94807,15290.00773,24607.99463,142.48077,263.53792,17439.70407,107.1476,18659.23136,16180.9018,207.82213,8284.58664,14638.53706,13496.99651,15582.14579,14670.97678,16398.87941,358.98689,21684.8568,14761.30602,111.00085,15727.69597,17677.09777,16919.01648,30099.89641,17435.87556,156.65607,22629.0016,14974.58655,8701.50158,8809.04055,27269.72597,212.82392,10213.35632,51.64671,23069.554,272.47702,13500.52925,9766.99933,10609.18012,13917.34011,15018.21873,18214.38012,10945.67268,19452.33374,26082.49121,148.88627,14547.55991,238.63115,10186.56708,7957.31713,21759.75459,15948.19772,14214.3073,214.58315,155.00742,122.19212,17450.27248,17441.15521,8985.53324,170.27125
109.1014__1119.56,18080.10648,8427.27199,11337.76943,2745.98269,221.25822,23175.19892,176.13062,18005.33348,8537.96435,27686.30935,14970.86607,12216.31887,73.71343,11572.65982,24094.87104,310.03266,11545.35732,43276.37112,6120.87985,17746.71366,199.08963,37.53639,936.97561,61158.46064,322.12774,24928.27114,1657.65422,18114.31814,59948.33188,10869.51293,12610.00612,71.19646,299.72177,2576.0072,10825.35684,72484.35274,14187.32647,11478.60988,20506.50311,14199.05202,596.05498,23504.50012,25369.68034,14141.92834,14919.33474,10925.7349,13223.85375,11786.51948,11456.93392,30816.10635,13948.29537,9839.14424,14130.90227,16531.5829,10915.32774,11358.28273,10992.35212,9289.31241,18588.82059,20169.43162,295.40553,8845.97237,125.65326,11574.22272,9975.56422,14473.82815,8009.51327,12717.1188,17147.43059,89.71747,15508.89351,66.42719,20334.64616,86669.59549,262.64125
109.1014__1209.02,55.16726,6619.56601,19422.18834,18652.00553,226.99949,12282.26056,59.69071,180.01636,10408.03399,248.38984,12596.24257,16338.09711,13933.06127,515.62588,19157.62007,20423.04477,13959.97922,13736.69069,16980.78802,21497.69545,15371.31359,12876.04424,240.58299,11760.46944,13607.63071,11405.01675,21111.62456,23476.25867,17061.61604,13132.83354,15121.89289,42.4153,19136.29035,11911.86653,14108.72019,25814.09752,174.35708,15071.17071,17772.67448,16504.965,15038.81814,20284.71675,13902.07507,17866.62516,8663.14581,28796.92283,18551.01817,37022.4887,12738.81255,38788.33124,177.88669,9745.71032,22733.92749,14412.32577,114.06482,14123.18089,7859.29043,10467.68533,120.53578,16249.91044,173.51827,11093.19849,202.68571,165.39551,13258.6467,8846.83177,20964.71659,163.10323,693.74721,17373.72418,115.77813,15888.20357,15165.98568,18598.51487,139.12749
109.1017__535.39,192328.4206,234529.2137,35266.84554,132542.9562,126590.9762,247039.8091,683.15726,1404.56167,172430.5387,403483.2064,232366.0141,168509.2879,308.64779,95529.49716,59124.6905,133365.0909,185.53038,26802.52395,245767.7701,143690.7456,115149.3445,519.47983,246.72641,162776.3955,259.64424,111239.5215,97.05948,165.62736,164457.1367,269.03044,106466.8162,285.29826,1379.50158,38339.44044,388.61041,182877.5031,113387.5369,1434.29918,231649.0802,168.33459,185.77523,257710.6618,123742.2212,111939.2698,24780.43207,105853.7977,259.33353,319707.0392,97002.31363,299881.4872,121884.6252,141513.6836,207644.1688,193298.5263,104709.2556,404.2675,119772.5416,218740.6462,166702.8958,182423.1388,376.95868,1378.17736,291.24067,151912.8523,844.6327,41260.01299,222823.4584,133145.4596,800.21587,271.99312,120183.962,111938.861,184799.4315,187415.8101,172.30417
109.1018__454.06,30118.06438,28367.30225,44401.39573,200.98646,62.93857,29789.19733,6773.85526,50597.4653,121.62469,40723.02134,159.44207,40130.03234,40695.88403,190.39352,69695.8585,357.66242,34965.65422,25518.26389,507.96406,281.38257,307.1788,452.01208,44208.8158,50300.73611,91.88744,38588.5101,45696.90497,41610.64378,444.11713,31738.6432,202.15797,176.40152,273.88633,85376.09684,230.27038,65519.91361,38886.0508,155.00398,30231.03271,40067.5658,797.43042,44639.79943,23609.72831,42237.3788,94514.26938,206.50895,31768.30299,50890.00198,281.07491,104924.3071,43507.33352,46731.80653,51838.4067,54080.35046,210.55162,154.84943,318.51706,32676.11214,54696.50698,32738.2225,257.45208,906.20425,58354.18186,34701.79386,74549.40153,44174.92894,53768.94804,126195.8347,44894.66843,367.7177,142.2184,258.975,33213.10118,70394.21404,551.42829
109.2818__256.03,182.09752,390.06187,379.19556,82.60365,240.84217,97.31133,88.83027,794.38958,256.57819,507.72923,93.25326,296.00742,118.76984,122.76003,352.06227,566.1225,184.62464,230.36811,63.3247,537.10401,177.03081,191.56504,596.19284,374.63792,273.99482,65.16861,115.23929,148.17701,250.11641,103.039,141.30439,145.64,67.79362,133.62073,80.4545,548.84969,593.77192,129.8206,281.18716,165.93859,259.98548,141.68291,136.55075,300.23402,38.19768,237.0075,268.31808,335.71158,161.3956,341.81545,406.68731,181.88886,200.69422,81.86419,195.76359,260.614,138.93363,67.8173,39.69221,127.32422,301.45756,205.14541,155.77821,44.61467,237.95144,179.89777,257.15541,145.88929,168.9152,352.18461,172.35097,101.38934,98.73843,359.66008,109.1433
109.2935__176.91,240.78179,163.65673,610.02897,284.72676,206.21779,208.49797,934.45155,383.31824,81.32157,712.568,236.33404,387.24055,136.66231,183.25981,337.58222,241.15143,303.60195,217.19341,483.12252,1111.53042,692.31066,57.76739,311.90952,328.76989,856.38008,336.83514,426.86814,593.04645,140.06967,258.39673,427.60639,379.16575,674.72747,348.61945,340.66167,1290.87228,455.82431,585.16097,1065.04714,299.22805,745.17498,388.57633,236.49382,389.62089,182.19072,510.98989,368.10991,222.34102,446.35227,343.19886,98.95984,281.42418,352.143,331.6014,213.32542,295.46148,336.47377,199.61129,677.58192,280.70262,372.76873,413.24818,103.19951,311.31061,213.56549,153.25421,135.39708,448.93177,190.48673,1118.68925,821.9021,479.71824,429.8733,482.65765,353.33427
